country,is_canceled,lead_time,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,adr,required_car_parking_spaces
Taiwan,0.27450980392156865,76.37254901960785,0.0,0.0,0.0,0.23529411764705882,1.1372549019607843,1.7450980392156863,1.9215686274509804,0.0392156862745098,0.0,126.37627450980392,0.0196078431372549
Tanzania,0.6,26.2,0.0,0.0,0.0,0.2,1.2,1.4,1.4,0.6,0.0,90.9,0.0
Uganda,0.0,18.5,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,84.5,0.0
Ukraine,0.29411764705882354,72.69117647058823,0.0,0.0,0.014705882352941176,0.35294117647058826,1.0294117647058822,2.573529411764706,1.8529411764705883,0.11764705882352941,0.0,93.23926470588236,0.029411764705882353
United States Minor Outlying Islands,1.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,200.0,0.0
Uruguay,0.28125,100.15625,0.0,0.0,0.0,0.21875,0.75,2.28125,2.09375,0.125,0.0,130.9121875,0.15625
United States,0.23891273247496422,77.19074868860277,0.009060562708631379,0.0,0.005722460658082976,0.3385789222699094,0.855030996661898,1.9175011921793037,1.8836432999523127,0.1726275631855031,0.002861230329041488,122.9922508345255,0.06771578445398188
Uzbekistan,0.5,14.75,0.0,0.0,0.0,0.0,1.0,2.25,1.5,0.0,0.0,96.9925,0.0
Venezuela,0.46153846153846156,54.76923076923077,0.0,0.0,0.0,0.038461538461538464,0.8461538461538461,2.576923076923077,1.9230769230769231,0.11538461538461539,0.038461538461538464,106.70807692307692,0.038461538461538464
British Virgin Islands,1.0,109.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,100.5,0.0
Vietnam,0.25,84.125,0.0,0.0,0.0,0.125,0.625,2.0,2.125,0.0,0.0,123.2675,0.0
South Africa,0.3875,70.15,0.0125,0.0,0.0125,0.275,0.9,2.0375,1.7875,0.2125,0.0,111.14775,0.05
Zambia,0.5,68.5,0.0,0.0,0.0,0.0,1.5,2.5,2.0,1.0,0.0,101.88499999999999,0.0
Zimbabwe,0.5,83.0,0.0,0.0,0.0,1.0,0.25,2.25,2.0,0.0,0.0,85.3075,0.0
